id,country,league,season,date,time,home_team,away_team,home_goals,away_goals,result,psc_home,psc_draw,psc_away,max_ch,max_cd,home_avg_scored,home_avg_conceded,away_avg_scored,away_avg_conceded,diff_avg_scored,diff_avg_conceded,result_code,home_sequence,away_sequence
653,Mexico,Liga MX,2013/2014,2014-04-27,23:00,Guadalajara Chivas,Monterrey,0,1,A,2.23,3.36,3.6,2.25,3.36,0.8,1.2,1.0,1.2,-0.19999999999999996,0.0,2,[0 0 1 1 2],[1 0 2 1 1]
654,Mexico,Liga MX,2013/2014,2014-05-01,02:00,Club America,Santos Laguna,5,3,H,1.97,3.63,4.14,2.02,3.63,0.8,1.8,2.4,2.4,-1.5999999999999999,-0.5999999999999999,0,[1 1 2 0 1],[1 0 0 1 2]
655,Mexico,Liga MX,2013/2014,2014-05-01,04:00,Club Leon,Cruz Azul,1,1,D,2.31,3.45,3.3,2.34,3.45,1.6,0.8,1.2,2.0,0.40000000000000013,-1.2,1,[0 1 0 0 0],[0 1 2 1 2]
656,Mexico,Liga MX,2013/2014,2014-05-02,02:00,Pachuca,UNAM Pumas,1,1,D,2.01,3.36,4.36,2.15,3.36,1.8,1.0,1.4,1.8,0.40000000000000013,-0.8,1,[1 1 0 1 0],[0 0 1 1 0]
657,Mexico,Liga MX,2013/2014,2014-05-02,04:00,Club Tijuana,Toluca,0,0,D,2.01,3.51,4.14,2.05,3.7,1.8,1.4,0.8,1.4,1.0,0.0,1,[0 2 1 2 0],[2 0 2 0 1]
658,Mexico,Liga MX,2013/2014,2014-05-04,01:00,Cruz Azul,Club Leon,2,2,D,2.0,3.62,4.0,2.02,4.05,1.6,1.4,1.4,1.0,0.20000000000000018,0.3999999999999999,1,[2 1 0 2 1],[1 0 2 2 1]
659,Mexico,Liga MX,2013/2014,2014-05-04,03:00,Santos Laguna,Club America,3,1,H,2.14,3.62,3.53,2.15,3.62,2.6,2.2,2.0,0.8,0.6000000000000001,1.4000000000000001,0,[0 2 1 0 1],[2 0 2 2 1]
660,Mexico,Liga MX,2013/2014,2014-05-04,18:00,Toluca,Club Tijuana,3,1,H,1.81,3.75,4.84,1.85,3.75,1.8,0.6,1.2,1.4,0.6000000000000001,-0.7999999999999999,0,[1 2 2 0 0],[0 2 0 0 1]
661,Mexico,Liga MX,2013/2014,2014-05-04,23:00,UNAM Pumas,Pachuca,2,4,A,2.34,3.35,3.35,2.34,3.35,1.8,0.6,1.6,2.2,0.19999999999999996,-1.6,2,[2 1 2 0 1],[0 1 0 2 1]
662,Mexico,Liga MX,2013/2014,2014-05-08,02:30,Pachuca,Santos Laguna,2,0,H,2.51,3.55,2.9,2.57,3.55,1.4,1.2,2.6,2.6,-1.2000000000000002,-1.4000000000000001,0,[1 0 2 1 2],[2 0 1 0 2]
663,Mexico,Liga MX,2013/2014,2014-05-09,02:06,Club Leon,Toluca,1,0,H,1.88,3.79,4.35,2.05,4.3,1.0,0.6,0.8,1.2,0.19999999999999996,-0.6,0,[0 2 2 1 1],[2 0 1 1 2]
664,Mexico,Liga MX,2013/2014,2014-05-11,02:00,Santos Laguna,Pachuca,4,2,H,1.82,4.03,4.39,1.85,4.04,2.8,1.8,2.4,2.6,0.3999999999999999,-0.8,0,[1 2 0 0 2],[2 0 2 1 2]
665,Mexico,Liga MX,2013/2014,2014-05-11,18:00,Toluca,Club Leon,0,1,A,2.37,3.52,3.12,2.4,3.52,2.2,0.8,1.2,1.4,1.0000000000000002,-0.5999999999999999,2,[0 1 1 2 0],[2 2 1 1 2]
666,Mexico,Liga MX,2013/2014,2014-05-16,02:06,Club Leon,Pachuca,2,3,A,1.74,3.9,5.17,1.76,3.9,1.2,0.4,2.6,2.8,-1.4000000000000001,-2.4,2,[2 2 1 2 0],[1 0 0 1 2]
667,Mexico,Liga MX,2013/2014,2014-05-19,02:00,Pachuca,Club Leon,0,1,A,3.13,3.47,2.4,3.13,3.52,1.4,1.2,1.4,1.2,0.0,0.0,2,[1 2 2 0 2],[1 1 2 2 0]
668,Mexico,Liga MX,2014/2015,2014-07-19,01:30,Queretaro,UNAM Pumas,1,3,A,2.67,3.06,3.09,2.67,3.25,1.4,2.0,1.0,1.8,0.3999999999999999,0.19999999999999996,2,[2 1 2 1 0],[1 2 0 1 0]
669,Mexico,Liga MX,2014/2015,2014-07-19,03:30,Club Tijuana,Puebla,0,1,A,1.61,4.01,6.43,1.65,4.01,1.8,0.8,0.6,1.4,1.2000000000000002,-0.5999999999999999,2,[1 2 0 1 0],[1 1 0 2 2]
670,Mexico,Liga MX,2014/2015,2014-07-19,23:00,Cruz Azul,Pachuca,0,1,A,1.84,3.61,4.88,1.87,3.7,1.8,1.8,3.0,2.6,-1.2,-0.8,2,[1 0 2 1 1],[2 2 0 2 0]
671,Mexico,Liga MX,2014/2015,2014-07-19,23:00,Veracruz,Santos Laguna,0,1,A,2.88,3.37,2.59,3.05,3.32,1.4,1.2,1.8,2.6,-0.40000000000000013,-1.4000000000000001,2,[2 1 1 0 1],[1 0 2 0 2]
673,Mexico,Liga MX,2014/2015,2014-07-20,02:06,Club Leon,Club America,1,2,A,2.4,3.59,3.06,2.4,3.59,1.6,1.0,1.8,1.2,-0.19999999999999996,-0.19999999999999996,2,[1 2 2 0 2],[2 1 1 2 0]
674,Mexico,Liga MX,2014/2015,2014-07-20,03:00,Atlas,Tigres UANL,0,0,D,3.12,3.15,2.54,3.12,3.25,0.8,0.8,0.8,1.0,0.0,-0.19999999999999996,1,[2 1 0 2 0],[0 2 1 0 2]
675,Mexico,Liga MX,2014/2015,2014-07-20,18:00,Toluca,Monarcas,0,0,D,2.08,3.4,3.99,2.15,3.4,1.6,1.0,0.6,1.6,1.0,-0.6000000000000001,1,[2 2 0 2 0],[1 1 2 2 1]
676,Mexico,Liga MX,2014/2015,2014-07-20,23:00,Guadalajara Chivas,Chiapas,1,1,D,1.97,3.41,4.44,1.97,3.52,0.4,1.2,1.8,1.6,-1.4,-0.40000000000000013,1,[2 1 0 2 2],[2 1 2 1 2]
677,Mexico,Liga MX,2014/2015,2014-07-26,01:30,Monarcas,Atlas,0,2,A,2.46,3.13,3.34,2.46,3.25,2.4,1.4,1.6,1.2,0.7999999999999998,0.19999999999999996,2,[1 1 2 0 1],[1 0 2 0 1]
678,Mexico,Liga MX,2014/2015,2014-07-26,03:30,Santos Laguna,Cruz Azul,1,1,D,2.26,3.4,3.49,2.34,3.4,3.0,2.0,0.8,2.0,2.2,0.0,1,[0 2 0 2 2],[0 2 1 1 0]
679,Mexico,Liga MX,2014/2015,2014-07-26,23:00,Club America,Club Tijuana,2,1,H,1.75,3.78,5.3,1.78,3.78,1.6,1.8,1.2,1.8,0.40000000000000013,0.0,0,[2 2 0 2 2],[0 2 1 1 0]
680,Mexico,Liga MX,2014/2015,2014-07-26,23:00,Puebla,Veracruz,0,0,D,2.24,3.22,3.74,2.32,3.3,1.0,0.8,0.6,1.2,0.4,-0.3999999999999999,1,[1 0 2 2 2],[1 1 0 1 0]
681,Mexico,Liga MX,2014/2015,2014-07-27,01:00,Tigres UANL,Club Leon,4,2,H,2.42,3.19,3.36,2.42,3.4,1.4,0.8,1.4,1.0,0.0,-0.19999999999999996,0,[2 1 0 2 1],[2 2 0 2 0]
682,Mexico,Liga MX,2014/2015,2014-07-27,02:06,Pachuca,Monterrey,0,1,A,2.51,3.22,3.18,2.55,3.27,1.0,1.4,1.0,0.8,0.0,0.5999999999999999,2,[2 0 2 0 2],[1 1 2 2 2]
683,Mexico,Liga MX,2014/2015,2014-07-27,03:00,Chiapas,Toluca,2,1,H,2.95,3.12,2.74,2.95,3.3,1.8,1.6,0.4,1.4,1.4,0.20000000000000018,0,[0 0 1 2 0],[2 2 2 1 1]
684,Mexico,Liga MX,2014/2015,2014-07-27,18:00,UNAM Pumas,Guadalajara Chivas,0,1,A,2.2,3.21,3.85,2.38,3.23,2.2,1.4,0.8,1.2,1.4000000000000001,0.19999999999999996,2,[2 0 1 0 2],[2 1 0 0 1]
686,Mexico,Liga MX,2014/2015,2014-08-02,01:30,Queretaro,Pachuca,2,0,H,3.23,3.23,2.46,3.3,3.3,1.4,2.0,2.8,2.2,-1.4,-0.20000000000000018,0,[2 1 0 0 2],[0 2 0 2 0]
687,Mexico,Liga MX,2014/2015,2014-08-02,03:30,Club Tijuana,Tigres UANL,1,1,D,3.13,3.19,2.55,3.13,3.2,1.4,1.0,0.8,1.0,0.5999999999999999,0.0,1,[1 0 0 2 1],[2 1 1 0 2]
688,Mexico,Liga MX,2014/2015,2014-08-02,23:00,Cruz Azul,Veracruz,0,0,D,1.53,4.2,7.38,1.6,4.21,1.4,1.8,0.6,1.0,0.7999999999999999,0.8,1,[2 1 1 0 1],[1 0 1 0 1]
689,Mexico,Liga MX,2014/2015,2014-08-02,23:00,Puebla,Club America,0,4,A,3.58,3.4,2.22,3.85,3.5,0.8,0.8,1.8,1.0,-1.0,-0.19999999999999996,2,[1 0 2 2 0],[1 1 2 0 2]
690,Mexico,Liga MX,2014/2015,2014-08-03,01:00,Monterrey,Santos Laguna,0,0,D,2.13,3.52,3.71,2.25,3.55,2.4,1.4,1.6,2.2,0.7999999999999998,-0.8000000000000003,1,[0 0 0 2 2],[0 2 2 1 2]
691,Mexico,Liga MX,2014/2015,2014-08-03,02:06,Club Leon,Monarcas,4,0,H,1.75,3.77,5.27,1.85,3.78,1.6,1.2,0.6,1.0,1.0,0.19999999999999996,0,[0 1 1 2 1],[0 1 0 2 1]
692,Mexico,Liga MX,2014/2015,2014-08-03,03:00,Atlas,Chiapas,4,2,H,2.16,3.23,3.97,2.16,3.35,0.8,0.6,1.4,1.8,-0.5999999999999999,-1.2000000000000002,0,[0 2 0 1 2],[1 2 2 1 2]
693,Mexico,Liga MX,2014/2015,2014-08-03,18:00,Toluca,UNAM Pumas,2,1,H,1.94,3.37,4.65,2.0,3.37,1.2,0.8,1.4,1.4,-0.19999999999999996,-0.5999999999999999,0,[2 0 0 1 0],[0 1 0 2 0]
694,Mexico,Liga MX,2014/2015,2014-08-09,01:30,Monarcas,Club Tijuana,0,0,D,2.47,3.24,3.21,2.47,3.25,2.2,1.4,1.2,1.8,1.0000000000000002,-0.40000000000000013,1,[1 1 1 2 2],[2 1 2 1 1]
695,Mexico,Liga MX,2014/2015,2014-08-09,02:30,Veracruz,Monterrey,2,1,H,3.59,3.37,2.22,3.59,3.42,1.2,1.2,1.0,0.8,0.19999999999999996,0.3999999999999999,0,[0 1 0 1 1],[2 2 2 2 1]
696,Mexico,Liga MX,2014/2015,2014-08-09,23:00,Cruz Azul,Puebla,1,0,H,1.55,4.16,7.2,1.62,4.16,1.2,1.2,0.8,1.4,0.3999999999999999,-0.19999999999999996,0,[2 0 1 2 1],[1 0 0 1 2]
697,Mexico,Liga MX,2014/2015,2014-08-10,01:00,Tigres UANL,Club America,0,2,A,2.29,3.18,3.67,2.4,3.25,2.0,1.2,1.8,1.0,0.19999999999999996,0.19999999999999996,2,[0 2 1 2 1],[2 0 2 2 2]
698,Mexico,Liga MX,2014/2015,2014-08-10,02:00,Santos Laguna,Queretaro,2,3,A,1.6,4.06,6.47,1.67,4.08,2.8,2.0,1.2,1.0,1.5999999999999999,1.0,2,[0 2 2 1 1],[1 0 0 2 2]
699,Mexico,Liga MX,2014/2015,2014-08-10,02:06,Pachuca,Guadalajara Chivas,3,0,H,2.32,3.15,3.61,2.33,3.25,0.8,1.0,1.0,1.0,-0.19999999999999996,0.0,0,[0 1 1 2 0],[2 0 1 2 1]
700,Mexico,Liga MX,2014/2015,2014-08-10,03:00,Chiapas,Club Leon,3,2,H,3.33,3.27,2.39,3.33,3.32,2.2,1.2,1.6,1.4,0.6000000000000001,-0.19999999999999996,0,[2 2 1 2 0],[0 2 0 0 2]
701,Mexico,Liga MX,2014/2015,2014-08-10,18:00,UNAM Pumas,Atlas,0,1,A,2.55,3.09,3.23,2.55,3.14,1.2,1.6,1.4,0.8,-0.19999999999999996,0.8,2,[1 0 2 0 0],[2 0 1 2 2]
703,Mexico,Liga MX,2014/2015,2014-08-15,02:06,Club Leon,UNAM Pumas,2,1,H,1.82,3.82,4.67,1.83,3.87,1.8,1.2,1.4,1.4,0.40000000000000013,-0.19999999999999996,0,[0 2 0 1 2],[0 2 0 1 2]
704,Mexico,Liga MX,2014/2015,2014-08-16,01:30,Queretaro,Veracruz,0,0,D,2.02,3.3,4.34,2.1,3.31,1.8,1.6,0.4,1.0,1.4,0.6000000000000001,1,[0 0 2 2 2],[1 0 1 1 2]
705,Mexico,Liga MX,2014/2015,2014-08-16,03:30,Club Tijuana,Chiapas,2,1,H,2.19,3.45,3.58,2.19,3.65,1.0,1.0,1.4,2.2,-0.3999999999999999,-1.2000000000000002,0,[0 2 1 2 2],[0 0 0 1 2]
706,Mexico,Liga MX,2014/2015,2014-08-16,23:00,Club America,Monarcas,3,2,H,1.6,4.11,6.39,1.6,4.18,1.6,1.2,0.4,1.8,1.2000000000000002,-0.6000000000000001,0,[2 1 2 2 2],[0 2 2 1 2]
707,Mexico,Liga MX,2014/2015,2014-08-16,23:00,Puebla,Tigres UANL,1,1,D,3.96,3.22,2.17,3.96,3.22,0.8,1.4,0.8,1.2,0.0,0.19999999999999996,1,[2 2 1 0 0],[2 1 2 1 0]
708,Mexico,Liga MX,2014/2015,2014-08-17,01:00,Monterrey,Cruz Azul,3,1,H,2.89,3.27,2.68,2.89,3.27,2.4,1.2,1.0,1.6,1.4,-0.40000000000000013,0,[2 2 2 1 0],[1 0 1 1 2]
710,Mexico,Liga MX,2014/2015,2014-08-17,18:00,Toluca,Pachuca,3,0,H,2.15,3.12,4.2,2.2,3.25,1.2,0.8,2.0,2.0,-0.8,-1.2,0,[0 1 0 2 1],[0 2 0 0 2]
711,Mexico,Liga MX,2014/2015,2014-08-17,23:00,Guadalajara Chivas,Santos Laguna,0,1,A,2.88,3.15,2.78,2.88,3.15,0.6,1.4,1.2,1.8,-0.6,-0.40000000000000013,2,[0 1 0 0 1],[1 2 2 2 2]
712,Mexico,Liga MX,2014/2015,2014-08-23,01:30,Monarcas,Tigres UANL,1,5,A,3.67,3.24,2.25,3.67,3.3,1.6,1.2,0.8,1.0,0.8,0.19999999999999996,2,[1 0 0 1 0],[1 2 1 0 1]
713,Mexico,Liga MX,2014/2015,2014-08-23,03:30,Santos Laguna,Toluca,3,0,H,2.22,3.42,3.54,2.23,3.48,2.4,2.0,0.2,0.8,2.1999999999999997,1.2,0,[2 2 2 1 1],[2 0 0 2 2]
714,Mexico,Liga MX,2014/2015,2014-08-23,23:00,Cruz Azul,Queretaro,2,1,H,1.85,3.64,4.77,1.86,3.79,1.0,0.8,1.4,0.6,-0.3999999999999999,0.20000000000000007,0,[0 1 0 2 1],[1 0 0 0 1]
715,Mexico,Liga MX,2014/2015,2014-08-23,23:00,Veracruz,Guadalajara Chivas,0,0,D,2.88,3.0,2.89,2.93,3.17,1.6,1.2,1.0,1.2,0.6000000000000001,0.0,1,[1 0 1 1 2],[0 2 0 1 2]
716,Mexico,Liga MX,2014/2015,2014-08-24,01:00,Monterrey,Puebla,1,0,H,1.63,3.95,6.27,1.68,3.95,2.4,1.0,0.8,1.0,1.5999999999999999,0.0,0,[1 2 0 0 0],[2 0 2 2 1]
717,Mexico,Liga MX,2014/2015,2014-08-24,02:06,Pachuca,Atlas,3,1,H,2.36,3.16,3.51,2.4,3.25,1.2,0.6,1.4,0.8,-0.19999999999999996,-0.20000000000000007,0,[2 0 0 2 0],[1 2 2 2 2]
718,Mexico,Liga MX,2014/2015,2014-08-24,03:00,Chiapas,Club America,0,0,D,3.08,3.58,2.37,3.2,3.62,2.4,1.2,2.0,1.0,0.3999999999999999,0.19999999999999996,1,[0 1 2 0 1],[0 0 0 2 0]
719,Mexico,Liga MX,2014/2015,2014-08-24,18:00,UNAM Pumas,Club Tijuana,1,1,D,2.4,3.23,3.35,2.4,3.25,1.0,1.4,1.0,1.4,0.0,0.0,1,[2 0 0 0 0],[0 0 1 1 2]
721,Mexico,Liga MX,2014/2015,2014-08-30,01:30,Queretaro,Monterrey,0,1,A,2.76,3.25,2.81,2.8,3.3,1.4,1.4,1.2,0.8,0.19999999999999996,0.5999999999999999,2,[2 2 2 1 0],[2 1 0 2 2]
722,Mexico,Liga MX,2014/2015,2014-08-30,03:30,Club Tijuana,Leones Negros,1,1,D,1.56,4.08,7.12,1.65,4.08,0.8,1.0,0.5,2.0,0.30000000000000004,-1.0,1,[0 1 1 2 1],[0 0 1 0 2]
723,Mexico,Liga MX,2014/2015,2014-08-30,23:00,Club America,UNAM Pumas,0,1,A,1.63,4.09,5.9,1.67,4.09,2.2,1.6,1.4,1.6,0.8000000000000003,0.0,2,[2 2 2 0 0],[0 2 2 2 1]
724,Mexico,Liga MX,2014/2015,2014-08-30,23:00,Puebla,Monarcas,3,2,H,2.8,3.25,2.79,2.8,3.3,0.8,1.4,0.8,2.2,0.0,-0.8000000000000003,0,[0 0 1 2 0],[2 1 0 2 1]
725,Mexico,Liga MX,2014/2015,2014-08-31,01:00,Tigres UANL,Chiapas,0,2,A,1.68,3.97,5.67,1.68,3.97,1.4,1.6,1.6,2.2,-0.20000000000000018,-0.6000000000000001,2,[2 1 0 1 2],[2 0 2 0 1]
726,Mexico,Liga MX,2014/2015,2014-08-31,02:06,Club Leon,Pachuca,1,2,A,1.9,3.49,4.7,1.93,3.57,2.0,1.2,1.2,2.2,0.8,-1.0000000000000002,2,[2 2 1 2 0],[1 0 0 1 2]
727,Mexico,Liga MX,2014/2015,2014-08-31,03:00,Atlas,Santos Laguna,1,1,D,2.42,3.26,3.28,2.42,3.3,1.2,0.4,1.0,1.4,0.19999999999999996,-0.9999999999999999,1,[0 1 0 1 1],[2 1 2 1 0]
728,Mexico,Liga MX,2014/2015,2014-08-31,18:00,Toluca,Veracruz,2,1,H,1.6,3.85,7.24,1.7,4.0,1.6,0.6,0.4,1.0,1.2000000000000002,-0.4,0,[2 1 1 1 2],[2 2 2 1 1]
729,Mexico,Liga MX,2014/2015,2014-08-31,23:00,Guadalajara Chivas,Cruz Azul,0,0,D,3.01,3.06,2.77,3.01,3.25,0.4,1.6,1.2,2.2,-0.7999999999999999,-0.6000000000000001,1,[0 0 0 1 0],[1 2 0 1 2]
730,Mexico,Liga MX,2014/2015,2014-09-07,23:00,Guadalajara Chivas,Leones Negros,3,0,H,1.83,3.44,5.35,2.0,3.44,0.4,0.8,0.6666666666666666,1.6666666666666667,-0.2666666666666666,-0.8666666666666667,0,[2 0 0 1 1],[0 1 0 2 1]
731,Mexico,Liga MX,2014/2015,2014-09-13,01:30,Queretaro,Puebla,1,1,D,1.83,3.44,5.35,1.85,3.48,1.2,1.6,0.6,0.6,0.6,1.0,1,[2 2 1 0 0],[0 0 1 0 2]
732,Mexico,Liga MX,2014/2015,2014-09-13,02:30,Veracruz,Atlas,1,1,D,2.87,3.04,2.88,3.0,3.2,1.0,1.0,1.0,1.2,0.0,-0.19999999999999996,1,[1 2 1 1 0],[2 2 2 0 1]
733,Mexico,Liga MX,2014/2015,2014-09-13,03:30,Santos Laguna,Club Leon,2,0,H,2.55,3.25,3.08,2.55,3.5,2.6,1.4,1.2,1.6,1.4000000000000001,-0.20000000000000018,0,[2 0 1 2 0],[2 0 1 0 0]
734,Mexico,Liga MX,2014/2015,2014-09-13,23:00,Cruz Azul,Toluca,1,2,A,2.19,3.43,3.63,2.2,3.43,1.0,0.8,0.2,1.2,0.8,-0.3999999999999999,2,[1 2 0 2 1],[2 1 2 0 2]
735,Mexico,Liga MX,2014/2015,2014-09-14,02:06,Pachuca,Club Tijuana,1,1,D,2.04,3.34,4.24,2.06,3.5,1.6,0.6,1.0,1.4,0.6000000000000001,-0.7999999999999999,1,[0 2 0 2 2],[1 1 2 1 1]
736,Mexico,Liga MX,2014/2015,2014-09-14,03:00,Chiapas,Monarcas,1,1,D,2.0,3.55,4.06,2.04,3.6,2.2,1.2,1.0,2.6,1.2000000000000002,-1.4000000000000001,1,[1 2 0 0 1],[2 0 2 1 1]
737,Mexico,Liga MX,2014/2015,2014-09-14,03:00,Leones Negros,Club America,0,0,D,5.31,3.77,1.75,5.31,3.77,0.3333333333333333,0.3333333333333333,1.8,0.8,-1.4666666666666668,-0.46666666666666673,1,[1 0 2 1 0],[2 2 2 1 0]
738,Mexico,Liga MX,2014/2015,2014-09-14,18:00,UNAM Pumas,Tigres UANL,2,2,D,2.92,3.21,2.69,2.99,3.21,0.8,1.4,1.4,1.2,-0.5999999999999999,0.19999999999999996,1,[0 0 0 1 2],[1 0 1 2 0]
739,Mexico,Liga MX,2014/2015,2014-09-20,03:30,Club Tijuana,Santos Laguna,4,1,H,2.53,3.44,2.95,2.56,3.44,0.8,0.8,0.6,0.6,0.20000000000000007,0.20000000000000007,0,[1 2 1 1 1],[0 2 2 1 2]
740,Mexico,Liga MX,2014/2015,2014-09-20,03:30,Monarcas,UNAM Pumas,2,3,A,2.37,3.25,3.37,2.42,3.3,1.4,1.8,1.4,1.2,0.0,0.6000000000000001,2,[2 1 1 2 2],[2 0 0 2 0]
741,Mexico,Liga MX,2014/2015,2014-09-20,23:00,Club America,Pachuca,2,1,H,1.78,3.95,4.82,1.78,3.95,2.0,1.4,1.2,1.6,0.8,-0.20000000000000018,0,[2 0 2 2 2],[0 1 0 1 2]
742,Mexico,Liga MX,2014/2015,2014-09-20,23:00,Puebla,Chiapas,1,1,D,2.47,3.33,3.12,2.65,3.33,1.4,1.6,1.8,1.8,-0.40000000000000013,-0.19999999999999996,1,[0 1 0 2 1],[2 0 1 2 1]
743,Mexico,Liga MX,2014/2015,2014-09-21,01:00,Tigres UANL,Leones Negros,1,0,H,1.57,4.01,7.21,1.6,4.15,1.4,1.6,0.5,2.0,0.8999999999999999,-0.3999999999999999,0,[0 1 2 0 1],[0 2 1 0 1]
744,Mexico,Liga MX,2014/2015,2014-09-21,02:06,Club Leon,Veracruz,3,1,H,1.75,3.6,5.72,1.78,3.95,2.0,1.6,0.4,1.2,1.6,0.40000000000000013,0,[0 2 0 0 0],[2 1 1 0 1]
745,Mexico,Liga MX,2014/2015,2014-09-21,03:00,Atlas,Cruz Azul,2,1,H,2.85,3.22,2.75,2.86,3.25,1.4,0.6,0.8,2.0,0.5999999999999999,-1.4,0,[2 2 0 1 1],[2 0 2 1 0]
746,Mexico,Liga MX,2014/2015,2014-09-21,18:00,Toluca,Monterrey,1,0,H,1.95,3.43,4.5,2.18,3.43,1.4,0.6,1.0,0.6,0.3999999999999999,0.0,0,[2 2 0 0 2],[2 0 2 1 2]
747,Mexico,Liga MX,2014/2015,2014-09-21,23:00,Guadalajara Chivas,Queretaro,1,4,A,2.28,3.23,3.61,2.3,3.3,0.8,0.6,1.2,1.0,-0.3999999999999999,-0.4,2,[1 0 0 0 0],[2 1 0 0 2]
748,Mexico,Liga MX,2014/2015,2014-09-27,01:00,Veracruz,Club Tijuana,1,0,H,2.65,3.15,3.02,2.7,3.25,1.0,1.0,0.8,1.4,0.19999999999999996,-0.3999999999999999,0,[1 1 0 1 0],[2 1 1 1 2]
749,Mexico,Liga MX,2014/2015,2014-09-27,01:30,Queretaro,Toluca,1,1,D,3.08,3.24,2.56,3.08,3.25,0.8,1.0,0.6,1.4,0.20000000000000007,-0.3999999999999999,1,[1 0 0 1 2],[2 0 2 2 2]
750,Mexico,Liga MX,2014/2015,2014-09-27,03:30,Santos Laguna,Club America,1,4,A,2.81,3.47,2.59,2.81,3.6,2.4,1.2,1.6,0.2,0.7999999999999998,1.0,2,[2 2 1 2 0],[2 1 0 1 2]
751,Mexico,Liga MX,2014/2015,2014-09-27,23:00,Cruz Azul,Club Leon,1,0,H,1.84,3.69,4.73,2.18,3.7,0.8,0.8,1.0,2.0,-0.19999999999999996,-1.2,0,[2 1 2 0 1],[2 0 2 2 2]
752,Mexico,Liga MX,2014/2015,2014-09-28,01:00,Monterrey,Atlas,2,1,H,2.35,3.22,3.46,2.36,3.3,2.2,0.6,1.2,1.2,1.0000000000000002,-0.6,0,[0 2 2 2 0],[2 0 1 1 2]
753,Mexico,Liga MX,2014/2015,2014-09-28,02:06,Pachuca,Tigres UANL,2,3,A,2.46,3.19,3.26,2.5,3.3,1.4,0.8,1.8,1.0,-0.40000000000000013,-0.19999999999999996,2,[0 2 2 1 0],[1 2 0 1 2]
754,Mexico,Liga MX,2014/2015,2014-09-28,03:00,Leones Negros,Monarcas,1,2,A,2.51,3.17,3.16,2.56,3.25,0.25,0.25,1.0,2.2,-0.75,-1.9500000000000002,2,[2 1 0 1 0],[0 0 0 1 0]
755,Mexico,Liga MX,2014/2015,2014-09-28,18:00,UNAM Pumas,Chiapas,2,2,D,2.22,3.47,3.44,2.22,3.48,1.0,1.8,1.4,1.6,-0.3999999999999999,0.19999999999999996,1,[0 1 2 1 2],[0 1 2 1 1]
756,Mexico,Liga MX,2014/2015,2014-09-28,23:00,Guadalajara Chivas,Puebla,0,0,D,2.02,3.41,4.24,2.08,3.5,1.0,1.2,0.8,0.8,0.19999999999999996,0.3999999999999999,1,[0 1 1 2 0],[0 1 0 0 2]
757,Mexico,Liga MX,2014/2015,2014-10-01,02:06,Club Leon,Monterrey,1,3,A,1.94,3.53,4.44,2.05,3.6,2.2,1.2,0.8,0.6,1.4000000000000001,0.6,2,[0 0 0 2 0],[2 2 2 0 2]
758,Mexico,Liga MX,2014/2015,2014-10-01,02:30,Atlas,Queretaro,2,1,H,2.17,3.24,3.95,2.17,3.3,1.6,0.8,1.8,1.0,-0.19999999999999996,-0.19999999999999996,0,[0 1 1 0 0],[2 0 1 0 2]
759,Mexico,Liga MX,2014/2015,2014-10-01,03:00,Tigres UANL,Santos Laguna,1,1,D,1.81,3.75,4.91,1.95,3.75,1.4,1.4,0.8,1.0,0.5999999999999999,0.3999999999999999,1,[2 2 2 1 2],[2 0 2 1 0]
760,Mexico,Liga MX,2014/2015,2014-10-02,01:00,Puebla,UNAM Pumas,1,2,A,2.43,3.22,3.31,2.5,3.3,1.0,1.6,1.8,1.4,-0.8,0.20000000000000018,2,[2 2 1 0 2],[1 1 2 2 1]
761,Mexico,Liga MX,2014/2015,2014-10-02,02:00,Club America,Veracruz,2,0,H,1.43,4.54,9.27,1.45,5.1,2.4,1.6,0.4,1.0,2.0,0.6000000000000001,0,[1 0 1 2 2],[1 0 1 0 2]
762,Mexico,Liga MX,2014/2015,2014-10-02,02:00,Monarcas,Pachuca,0,1,A,2.71,3.3,2.84,2.72,3.38,1.6,2.2,0.8,1.6,0.8,0.6000000000000001,2,[0 0 1 0 2],[2 2 1 0 0]
763,Mexico,Liga MX,2014/2015,2014-10-02,03:00,Chiapas,Leones Negros,1,1,D,1.65,3.8,6.38,1.73,3.85,2.2,1.2,0.4,1.8,1.8000000000000003,-0.6000000000000001,1,[1 2 1 1 1],[1 0 1 0 0]
764,Mexico,Liga MX,2014/2015,2014-10-02,03:45,Club Tijuana,Cruz Azul,0,0,D,2.73,3.1,2.98,2.73,3.25,1.6,1.0,0.8,1.4,0.8,-0.3999999999999999,1,[1 2 1 2 1],[1 0 2 1 2]
765,Mexico,Liga MX,2014/2015,2014-10-03,02:00,Toluca,Guadalajara Chivas,3,1,H,1.65,4.07,5.86,1.75,4.07,1.6,0.4,0.8,1.0,0.8,-0.6,0,[0 1 1 2 2],[0 2 2 0 0]
766,Mexico,Liga MX,2014/2015,2014-10-04,01:30,Queretaro,Club Leon,1,2,A,2.4,3.33,3.24,2.4,3.34,0.8,0.6,0.8,2.2,0.0,-1.6,2,[0 1 2 1 0],[0 0 2 0 0]
767,Mexico,Liga MX,2014/2015,2014-10-04,23:00,Cruz Azul,Club America,4,0,H,2.85,3.29,2.68,2.88,3.37,1.0,0.6,2.0,0.2,-1.0,0.39999999999999997,0,[2 2 0 2 2],[0 2 2 1 2]
